Gene	SRR1554535	SRR1554536	SRR1554537	SRR1554538	SRR1554539	SRR1554541
CAPZA1	827	205	1625	2284	1141	1731
CAPZA2	2729	1014	4954	5821	4186	7479
CAPZA3	0	0	0	2	0	2
CAPZB	6802	1629	7262	8177	5916	8739
CARD10	126	49	187	525	88	450
CARD11	132	30	24	29	149	25
CARD14	127	39	81	261	54	127
CARD16	30	31	1	4	36	1
CARD17	0	0	0	0	0	0
CARD18	0	0	0	0	0	0
CARD19	610	262	423	477	368	477
CARD6	46	34	59	101	75	84
CARD8	262	170	970	1454	198	801
CARD9	91	45	52	47	84	34
CARF	352	105	1053	1120	588	1240
CARHSP1	536	300	5793	7336	237	3796
CARM1	2259	285	4998	5813	2285	4940
CARMIL2	2520	619	1079	848	1864	1295
CARMIL3	635	180	11863	7718	686	10070
CARNMT1	137	22	476	534	277	607
CARNS1	11345	405	120	81	4382	147
CARS	2783	518	3267	4165	3121	5476
CARS2	1011	484	2392	2373	916	2784
CARTPT	189	87	39	26	606	88
CASC1	161	13	56	107	185	122
CASC10	66	39	92	113	48	67
CASC3	3338	1092	10638	13045	3017	7839
CASC4	1970	700	4345	5246	2722	6149
CASC5	2	0	1655	2414	8	235
CASD1	2127	251	2973	5866	3221	6168
CASK	402	248	6076	8514	1017	8891
CASKIN1	9857	1807	4308	4856	10147	6691
CASKIN2	1748	744	1341	1833	1042	916
CASP1	67	28	50	119	46	22
CASP10	56	9	53	99	53	82
CASP14	0	0	0	0	0	0
CASP2	98	30	2153	2614	213	1750
CASP3	318	89	1123	1760	273	1610
CASP4	35	98	34	76	61	87
CASP5	0	1	0	2	0	3
CASP6	84	66	422	827	99	486
CASP7	113	120	145	237	99	58
CASP8	84	36	49	92	69	140
CASP8AP2	841	226	4328	5466	1214	4861
CASP9	476	175	292	517	403	309
CASQ1	907	65	120	391	846	40
CASQ2	58	177	0	4	74	12
CASR	0	0	0	0	4	0
CASS4	24	21	18	16	21	19
CAST	1882	643	609	914	2142	847
CASZ1	81	27	666	83	94	72
CAT	1490	865	2024	3146	538	2209
CATIP	5	23	0	4	3	0
CATSPER1	5	1	3	0	1	12
CATSPER2	405	68	217	398	383	269
CATSPER3	21	14	42	47	7	25
CATSPER4	3	0	11	3	2	7
CATSPERB	0	0	1	0	0	1
CATSPERD	1	5	5	7	2	24
CATSPERG	89	35	763	1322	67	862
CAV1	143	225	187	451	142	289
CAV2	139	204	175	320	183	271
CAV3	0	4	1	0	0	0
CBARP	1284	202	1462	2227	1744	1930
CBFA2T2	478	85	4212	5266	765	3020
CBFA2T3	435	56	1125	1318	495	1142
CBFB	145	52	1007	1202	146	936
CBL	114	47	1716	2996	528	1876
CBLB	146	58	4827	4805	228	3116
CBLC	2	1	0	3	2	0
CBLL1	606	100	2611	2860	858	2838
CBLN1	116	7	105	691	149	1238
CBLN2	1114	25	97	5864	2055	3671
CBLN3	62	26	8	18	42	17
CBLN4	529	12	19	126	1422	119
CBR1	4666	1334	610	749	2715	1115
CBR3	298	133	96	177	163	74
CBR4	301	108	628	898	370	625
CBS	131	54	340	461	85	402
CBSL	8	2	305	69	4	223
CBWD1	308	141	275	655	288	688
CBWD2	338	110	848	987	380	1164
CBWD3	12	2	13	55	33	108
CBWD5	190	62	268	158	189	70
CBWD6	198	32	179	254	141	181
CBX1	1472	442	7717	9857	1558	7324
CBX2	27	14	1461	1910	33	439
CBX3	1122	349	5556	8102	1177	8830
CBX4	1436	162	2228	1938	1298	1728
CBX5	429	120	2553	4138	696	3829
CBX6	1925	326	1182	1216	4376	1266
CBX7	1245	313	287	299	1974	224
CBX8	101	51	801	798	123	705
CBY1	359	218	1199	1417	355	1313
CBY3	23	15	88	86	37	63
CC2D1A	2976	609	4499	5023	2521	5499
CC2D1B	1055	366	2300	2279	851	2064
CC2D2A	484	409	2521	3680	514	2494
CC2D2B	31	17	14	37	21	30
CCAR1	2664	724	9666	12309	2607	9853
CCAR2	4981	718	10475	13309	5289	11811
CCBE1	18	0	912	2662	79	5514
CCDC102A	51	36	124	143	25	56
CCDC102B	114	44	116	168	153	124
CCDC103	129	17	106	165	144	303
CCDC105	2	0	0	0	0	0
CCDC106	2279	606	1185	1413	1763	1819
CCDC107	520	416	1168	1230	380	1220
CCDC109B	202	45	556	1282	132	1216
CCDC110	177	16	206	180	228	226
CCDC112	665	91	4667	5838	573	7782
CCDC113	274	41	552	570	508	1006
CCDC114	40	27	115	134	27	106
CCDC115	951	217	1800	1779	1182	2120
CCDC116	15	8	23	27	5	18
CCDC117	116	20	701	917	245	1019
CCDC12	1003	354	1984	1843	837	1963
CCDC120	212	47	1230	1335	189	1124
CCDC121	146	41	260	333	76	184
CCDC122	68	16	28	78	81	221
CCDC124	3818	1141	3522	3875	2813	3758
CCDC125	219	83	467	536	235	618
CCDC126	115	37	238	278	173	310
CCDC127	554	175	941	1340	512	1047
CCDC129	8	0	627	425	11	63
CCDC13	266	59	146	166	289	121
CCDC130	1146	354	2694	2617	891	1593
CCDC134	25	8	202	233	45	169
CCDC136	4470	515	8355	9662	5238	10381
CCDC137	398	105	845	961	379	867
CCDC138	69	25	630	790	98	729
CCDC14	1006	251	9091	12314	1536	8939
CCDC140	0	0	0	0	0	0
CCDC141	19	17	99	130	18	142
CCDC142	163	28	978	1203	167	785
CCDC144A	15	11	142	613	94	338
CCDC144NL	15	3	58	71	12	18
CCDC146	365	96	1067	1213	358	1203
CCDC148	69	19	164	224	121	339
CCDC149	929	148	1522	1553	1180	1975
CCDC15	36	17	214	295	7	129
CCDC150	40	12	231	338	21	89
CCDC151	366	161	824	911	322	649
CCDC152	59	20	434	431	112	307
CCDC153	17	17	18	31	14	26
CCDC154	127	60	323	387	88	261
CCDC155	0	0	1	13	0	5
CCDC157	207	57	637	559	206	614
CCDC158	75	10	141	500	212	660
CCDC159	746	272	223	450	451	244
CCDC160	97	37	22	62	53	64
CCDC166	4	0	26	15	6	26
CCDC167	254	195	1104	1994	224	2260
CCDC168	2	0	36	68	20	33
CCDC169	10	2	20	34	23	50
CCDC169-SOHLH2	0	0	0	0	0	0
CCDC17	31	8	45	65	6	30
CCDC170	10	2	10	12	30	28
CCDC171	159	44	791	621	210	851
CCDC172	0	0	0	0	0	0
CCDC173	41	28	66	68	71	102
CCDC174	449	123	1249	1774	398	1349
CCDC175	51	5	126	252	34	35
CCDC177	91	4	734	591	293	409
CCDC178	45	1	16	15	30	16
CCDC179	0	1	0	0	0	0
CCDC18	80	44	635	951	106	461
CCDC180	522	139	925	2122	552	1592
CCDC181	670	97	468	717	544	841
CCDC182	0	0	0	0	0	0
CCDC183	261	66	624	607	329	453
CCDC184	911	35	810	1409	1062	2290
CCDC185	4	0	0	6	0	4
CCDC186	289	70	1976	2609	1118	3643
CCDC187	0	0	0	0	0	0
CCDC188	198	38	278	455	189	392
CCDC189	396	72	199	379	301	350
CCDC190	18	4	1	2	2	0
CCDC191	265	104	663	888	266	786
CCDC192	48	13	5	19	33	26
CCDC22	820	292	1155	1240	616	917
CCDC24	640	187	803	698	510	690
CCDC25	721	216	526	682	1089	729
CCDC27	7	5	9	22	12	5
CCDC28A	1068	245	632	606	1011	508
CCDC28B	291	236	2523	2811	244	3115
CCDC3	480	203	270	401	487	485
CCDC30	253	42	241	456	391	584
CCDC33	7	0	10	16	7	44
CCDC34	507	75	950	1077	573	1337
CCDC36	6	1	54	67	9	71
CCDC38	20	6	23	22	7	24
CCDC39	451	74	855	947	430	884
CCDC40	294	77	1114	1030	262	807
CCDC42	2	0	0	2	1	4
CCDC43	403	94	682	1021	545	980
CCDC47	3145	601	2860	3648	3749	3243
CCDC50	358	393	3017	4434	410	3516
CCDC51	559	130	607	829	415	809
CCDC53	1154	345	948	1145	750	1184
CCDC54	10	1	2	0	6	0
CCDC57	966	251	2951	3877	878	2692
CCDC58	213	59	267	397	155	377
CCDC59	470	125	571	788	345	682
CCDC6	403	77	1290	2133	1392	2166
CCDC60	2	0	0	0	2	0
CCDC61	214	80	280	527	150	361
CCDC62	44	2	170	252	98	321
CCDC63	1	0	0	0	0	0
CCDC65	460	50	579	822	554	1378
CCDC66	1085	228	2268	3066	821	2238
CCDC67	3	0	7	4	2	28
CCDC68	74	36	10	17	201	43
CCDC69	104	53	12	24	143	25
CCDC7	73	18	152	323	88	323
CCDC70	0	0	0	2	0	2
CCDC71	384	89	957	1049	353	845
CCDC71L	56	7	503	619	50	955
CCDC73	161	34	267	305	121	540
CCDC74A	315	110	429	462	261	375
CCDC74B	144	46	196	158	167	330
CCDC77	224	34	985	895	163	1403
CCDC78	270	164	1489	1441	283	1281
CCDC8	129	71	324	280	37	143
CCDC80	307	216	176	476	209	700
CCDC81	22	13	115	140	14	86
CCDC82	1355	524	4661	5695	1968	6528
CCDC83	0	0	0	2	0	0
CCDC84	726	343	1023	1177	484	970
CCDC85A	1131	60	1533	994	2424	1614
CCDC85B	3997	1657	740	421	3779	468
CCDC85C	302	165	532	472	332	335
CCDC86	564	87	470	511	436	493
CCDC87	57	4	16	20	40	10
CCDC88A	2115	685	17564	28257	4603	29064
CCDC88B	603	226	366	272	503	214
CCDC88C	304	71	5511	6563	378	3616
CCDC89	41	5	8	16	48	5
CCDC9	1063	229	1369	1323	944	916
CCDC90B	1018	353	2792	3928	838	4490
CCDC91	1261	236	978	1116	1749	1498
CCDC92	5893	630	3094	3859	4481	5300
CCDC92B	138	16	145	125	150	128
CCDC93	182	130	4665	4696	532	3452
CCDC94	647	284	1541	1700	535	1561
CCDC96	207	59	141	148	195	195
CCDC97	384	113	1320	1372	349	1114
CCER1	0	0	0	0	2	0
CCER2	61	50	285	658	60	372
CCHCR1	735	260	1351	1652	600	817
CCIN	10	4	4	4	14	2
CCK	5787	754	49	147	6634	343
CCKAR	4	0	13	24	7	17
CCKBR	1137	79	410	541	1462	1356
CCL1	2	0	0	0	3	0
CCL11	0	0	0	0	0	0
CCL13	0	0	0	11	2	4
CCL14	0	0	5	5	0	20
CCL15	0	0	0	0	0	1
CCL16	0	0	0	0	0	0
CCL17	0	1	4	3	4	6
CCL18	0	0	0	0	0	0
CCL19	4	38	4	8	25	3
CCL2	25	41	24	45	15	57
CCL20	0	0	0	1	0	0
CCL21	0	0	0	4	0	6
CCL22	0	0	6	1	0	0
CCL23	0	0	0	0	0	0
CCL24	0	0	0	0	0	0
CCL25	1	0	24	46	3	57
CCL26	0	4	0	0	0	0
CCL27	11	10	57	94	4	46
CCL28	13	7	3	3	26	4
CCL3	5	15	25	27	1	34
CCL3L3	87	11	49	32	17	43
CCL4	9	28	5	6	3	2
CCL4L2	65	17	23	25	15	16
CCL5	5	70	4	12	22	12
CCL7	0	0	0	1	0	3
CCL8	0	3	0	0	2	3
CCM2	4329	1466	1691	2343	4055	2404
CCM2L	221	119	245	313	215	291
CCNA1	554	31	670	1266	568	1919
CCNA2	83	11	1312	1738	66	412
CCNB1	385	23	2266	2451	422	622
CCNB1IP1	797	316	1591	1986	703	1974
CCNB2	11	3	1405	1696	9	178
CCNB3	71	7	17	29	25	50
CCNC	1020	162	1554	1798	1277	2460
CCND1	204	344	180	305	354	409
CCND2	169	47	5424	4222	775	2768
CCND3	2039	774	1090	1083	1649	1212
CCNDBP1	2217	378	1418	1917	2337	1504
CCNE1	182	29	77	101	166	90
CCNE2	237	17	465	781	176	226
CCNF	257	40	1128	1465	277	1024
CCNG1	593	258	1995	2255	560	1881
CCNG2	1079	332	8447	11184	1691	10076
CCNH	1679	329	1884	2142	1517	2230
CCNI	15467	2427	40600	52738	18792	55997
CCNI2	1049	291	204	292	1015	299
CCNJ	65	25	1085	1437	135	1063
CCNJL	38	24	170	174	14	107
CCNK	1080	235	2789	3086	879	2302
CCNL1	1335	543	3678	4386	1188	2960
CCNL2	3321	983	13193	14383	2592	8692
CCNO	175	47	1	0	188	2
CCNT1	119	34	1462	2030	446	1712
CCNT2	710	155	5733	6351	1457	4834
CCNY	2905	840	2734	3218	3944	2968
CCNYL1	278	39	565	710	348	776
CCP110	1273	252	6549	8611	2693	9544
CCPG1	4122	899	3755	4463	5838	6709
CCR1	12	4	21	33	17	25
CCR10	123	53	47	33	121	34
CCR2	2	0	0	5	0	6
CCR3	0	0	0	0	0	0
CCR4	0	8	0	0	1	2
CCR5	2	0	0	2	0	0
CCR6	30	4	21	21	50	31
CCR7	3	6	2	6	14	1
CCR8	0	0	0	2	0	0
CCR9	0	0	0	2	8	2
CCRL2	3	15	4	10	11	29
CCS	1317	552	1788	1988	932	1623
CCSAP	595	54	3798	2956	1358	3383
CCSER1	42	6	680	942	164	807
CCSER2	1381	316	4930	6751	3676	7549
CCT2	5081	1117	14834	18841	5036	20512
CCT3	6784	1619	17067	17302	5731	18965
CCT4	5792	1093	13362	16040	5872	16981
CCT5	4385	795	9967	12403	4290	13587
CCT6A	4350	768	12535	15114	4877	18634
CCT6B	165	33	57	82	55	44
CCT7	7867	1559	15589	17648	6385	17235
CCT8	5253	690	10158	14245	4492	13499
CCT8L2	0	0	0	0	0	0
CCZ1	308	51	466	547	284	844
CCZ1B	169	80	476	585	121	229
CD101	60	24	440	463	61	212
CD109	85	37	72	187	118	306
CD14	146	48	55	224	110	158
CD151	1140	1164	3491	3591	751	3363
CD160	7	7	19	45	13	30
CD163	34	10	40	234	171	256
CD163L1	111	23	113	181	144	157
CD164	972	314	1149	1756	1275	1080
CD164L2	6	0	0	0	4	0
CD177	4	1	0	6	2	1
CD180	17	8	26	32	2	36
CD19	2	10	16	46	2	21
CD1A	0	0	0	0	0	0
CD1B	0	0	0	0	0	2
CD1C	0	6	2	4	0	2
CD1D	8	0	43	24	3	56
CD1E	0	0	0	0	0	0
CD2	2	37	2	0	6	0
CD200	1950	70	4377	5183	2781	4882
CD200R1	4	2	2	9	18	12
CD200R1L	2	0	0	0	0	0
CD207	0	0	0	0	0	0
CD209	7	0	6	12	15	19
CD22	1770	108	2	3	807	3
CD226	5	2	9	16	11	9
CD24	38	4	8137	10735	77	10324
CD244	4	7	0	0	17	0
CD247	16	36	56	57	26	25
CD248	183	411	460	726	166	857
CD27	274	76	585	409	283	264
CD274	20	2	13	13	37	7
CD276	396	87	2940	3674	315	2521
CD28	0	0	2	16	4	24
CD2AP	119	85	638	1071	208	1022
CD2BP2	1632	541	3498	4418	1797	3911
CD300A	26	27	37	97	13	39
CD300C	0	0	1	7	1	5
CD300E	2	0	0	0	0	0
CD300LB	2	0	0	2	4	0
CD300LD	0	0	0	0	0	0
CD300LF	5	2	3	19	2	2
CD300LG	5	5	4	7	1	6
CD302	0	2	2	3	0	0
CD320	903	431	1487	1663	886	1383
CD33	20	4	3	17	5	3
CD34	677	347	411	625	557	641
CD36	12	8	65	148	40	303
CD37	101	44	129	201	45	61
CD38	66	59	14	80	18	5
CD3D	0	24	1	0	4	0
CD3E	5	51	2	2	11	0
CD3EAP	977	287	1953	1999	1008	1959
CD3G	1	3	0	0	3	0
CD4	99	141	61	128	59	139
CD40	86	85	46	63	35	40
CD40LG	0	2	0	0	2	1
CD44	120	75	66	200	74	58
CD46	1108	487	2810	2787	1504	2608
CD47	1489	337	3438	4494	3335	7103
CD48	8	61	0	2	18	4
CD5	21	19	4	8	12	3
CD52	34	26	2	0	36	0
CD53	167	45	77	99	236	51
CD55	742	100	129	135	635	108
CD58	75	90	69	217	63	89
CD59	3508	1547	1570	2060	3108	1561
CD5L	0	0	6	2	0	0
CD6	74	22	3	6	70	6
CD63	7226	4386	5015	6820	4675	7276
CD68	209	29	736	954	169	456
CD69	6	44	3	15	3	0
CD7	4	44	0	1	2	0
CD70	7	4	0	0	6	0
CD72	18	16	39	34	10	34
CD74	1692	316	85	108	688	42
CD79A	5	9	9	13	2	17
CD79B	5	17	1	12	11	4
CD80	2	0	3	0	0	0
CD81	8294	4389	5556	5776	4590	5034
CD82	847	324	284	592	465	263
CD83	346	36	236	469	422	722
CD84	2	2	16	23	6	15
CD86	32	1	12	25	4	11
CD8A	39	19	77	44	50	82
CD8B	5	7	25	27	5	34
CD9	2977	1626	292	652	1594	324
CD93	12	14	344	703	35	597
CD96	2	15	0	5	3	0
CD99	0	0	0	0	0	0
CD99L2	3012	362	1648	2239	5053	2659
CDA	19	35	8	21	22	10
CDADC1	598	109	687	994	696	1205
CDAN1	599	182	1966	2983	575	1919
CDC123	2573	439	3281	3973	2291	4898
CDC14A	143	64	178	269	96	57
CDC14B	266	132	219	705	347	316
CDC16	2626	1084	5088	6570	2327	5126
CDC20	51	9	1102	1154	73	100
CDC20B	0	0	2	3	0	3
CDC23	635	153	1597	1829	641	1792
CDC25A	21	6	400	557	17	217
CDC25B	1183	316	1527	1408	1377	861
CDC25C	9	2	294	292	11	35
CDC26	28	24	46	53	27	50
CDC27	915	148	3023	3129	2069	3295
CDC34	1884	548	2126	2752	1416	2125
CDC37	8238	1653	8109	9526	6969	8036
CDC37L1	841	120	1127	1289	1317	1670
CDC40	1170	128	1741	1870	2192	1906
CDC42	2235	339	6548	6832	2382	10023
CDC42BPA	1649	563	5964	7492	5017	9819
CDC42BPB	8928	2227	17158	21782	12747	23813
CDC42BPG	10	6	26	60	3	25
CDC42EP1	1895	364	453	730	710	183
CDC42EP2	500	45	262	297	288	416
CDC42EP3	142	38	1584	2561	311	2179
CDC42EP4	1468	1046	3430	2713	521	2968
CDC42EP5	10	16	11	14	8	10
CDC42SE1	622	169	1504	1826	614	1524
CDC42SE2	525	59	526	693	953	746
CDC45	6	1	432	457	15	53
CDC5L	2689	469	5537	7188	2446	8043
CDC6	157	29	527	610	181	136
CDC7	359	37	1610	1745	801	2345
CDC73	686	162	1876	2299	693	1734
CDCA2	2	0	543	647	0	54
CDCA3	22	14	486	653	33	72
CDCA4	36	26	593	663	38	298
CDCA5	83	9	399	476	85	39
CDCA7	20	2	2171	2587	43	314
CDCA7L	183	137	1054	2085	136	449
CDCA8	25	1	461	470	25	45
CDCP1	19	0	32	183	12	69
CDCP2	11	4	4	14	20	4
CDH1	115	22	226	246	97	213
CDH10	2048	281	1886	3767	2755	4396
CDH11	953	371	4661	8203	1244	9724
CDH12	242	0	1175	553	603	1595
CDH13	2184	103	539	2046	3936	3618
CDH15	7	0	0	18	0	0
CDH16	0	0	0	0	2	1
CDH17	15	2	7	7	11	10
CDH18	1010	54	250	192	2149	312
CDH19	148	17	0	0	189	0
CDH2	2337	649	17598	16218	3367	12838
CDH20	1092	465	379	687	731	236
CDH22	2178	171	318	1146	3229	1091
CDH23	304	120	952	1556	221	1550
CDH24	537	115	2300	4165	427	2106
CDH26	74	7	66	73	46	59
CDH3	84	26	1302	806	137	895
CDH4	684	192	3216	7346	718	5479
CDH5	380	209	645	1130	421	1062
CDH6	353	285	568	1927	641	4484
CDH7	103	4	22	117	242	109
CDH8	1060	25	1690	1301	2931	540
CDH9	719	12	316	97	1250	145
CDHR1	447	48	499	1919	762	788
CDHR2	201	22	1564	1683	290	1554
CDHR3	170	30	1545	1528	185	1570
CDHR4	2	4	2	0	0	3
CDHR5	8	5	97	118	16	95
CDIP1	2405	317	872	844	2411	852
CDIPT	3357	630	2799	2800	2545	2886
CDK1	32	20	1662	2052	37	218
CDK10	1833	442	2384	3044	1651	2493
CDK11A	461	138	1296	1468	372	923
CDK11B	1080	285	1777	1920	973	1680
CDK12	375	93	3859	5113	992	3626
CDK13	1656	362	5775	6648	1927	5901
CDK14	1035	85	3297	2724	4123	5181
CDK15	0	0	1	1	0	0
CDK16	6861	1439	9699	10637	7098	10741
CDK17	2001	177	2449	3479	3535	4389
CDK18	4083	467	100	79	2542	50
CDK19	252	136	3994	5207	844	5081
CDK2	67	46	1046	1207	36	195
CDK20	810	64	1517	1137	1047	1357
CDK2AP1	2224	1511	2664	4652	1431	2518
CDK2AP2	624	485	499	681	317	576
CDK3	221	72	822	1059	146	654
CDK4	814	509	3312	4287	596	2387
CDK5	2621	324	2081	2133	2471	2950
CDK5R1	1750	83	13794	13556	3952	15810
CDK5R2	2897	57	804	856	3148	1724
CDK5RAP1	1066	248	1667	1799	1039	1736
CDK5RAP2	1607	605	8437	10345	1528	6709
CDK5RAP3	4352	1437	9431	12975	3064	8230
CDK6	15	3	142	281	73	49
CDK7	690	146	826	1104	644	1046
CDK8	512	76	1260	1678	555	1912
CDK9	3439	823	5599	5682	2372	4750
CDKAL1	234	40	1175	1494	208	1213
CDKL1	410	56	381	591	586	784
CDKL2	297	25	1263	1327	693	2538
CDKL3	231	64	437	439	219	702
CDKL4	7	2	10	24	20	9
CDKL5	199	41	4009	3450	2429	5494
CDKN1A	66	195	37	34	66	37
CDKN1B	1657	372	4941	6155	1688	4571
CDKN1C	818	103	487	645	304	767
CDKN2A	8	13	4	6	37	2
CDKN2AIP	784	184	2352	2702	656	2572
CDKN2AIPNL	393	44	426	504	406	514
CDKN2B	13	9	9	11	22	5
CDKN2C	199	144	332	539	116	35
CDKN2D	1823	463	2949	2732	1940	5016
CDKN3	121	9	229	279	116	40
CDNF	39	4	4	13	27	16
CDO1	1026	302	2127	3865	886	1521
CDON	115	26	4264	6564	240	1626
CDPF1	145	39	431	313	75	270
CDR1	1031	71	1968	2593	1122	2317
CDR2	599	69	882	634	969	768
CDR2L	782	118	1020	1088	668	892
CDRT1	5	2	34	26	6	7
CDRT15	0	0	9	16	2	10
CDRT15L2	0	0	0	0	0	0
CDRT4	116	11	378	480	154	308
CDS1	514	66	394	243	1072	577
CDS2	1073	268	1900	2432	1947	2669
CDSN	1	2	0	2	3	2
CDT1	140	18	724	561	79	67
CDV3	747	276	2569	3282	1194	3599
CDX1	6	2	0	0	2	0
CDX2	0	0	0	2	0	0
CDX4	0	0	0	0	0	0
CDY1	0	0	0	0	0	0
CDY1B	0	0	0	0	0	0
CDY2A	0	0	0	0	0	0
CDY2B	0	0	0	0	0	0
CDYL	415	91	689	756	475	587
CDYL2	104	3	233	276	552	523
CEACAM1	10	4	20	25	7	17
CEACAM16	0	0	0	0	0	0
CEACAM18	0	0	0	0	0	0
CEACAM19	123	36	604	511	112	538
CEACAM20	0	0	0	0	0	0
CEACAM21	5	0	6	18	15	13
CEACAM3	2	0	0	0	1	0
CEACAM4	2	2	2	0	4	0
CEACAM5	0	0	0	0	0	0
CEACAM6	0	0	0	0	0	0
CEACAM7	0	0	0	0	0	0
CEACAM8	0	0	0	0	2	0
CEBPA	135	18	26	17	135	9
CEBPB	351	90	14	17	267	35
CEBPD	216	255	39	90	289	47
CEBPE	0	0	2	0	2	2
CEBPG	225	67	1065	1138	442	1197
CEBPZ	2137	597	3934	5559	2154	6489
CEBPZOS	240	65	451	494	307	675
CECR1	138	133	431	524	110	142
CECR2	235	88	2450	3754	202	936
CECR5	691	238	2306	2258	565	2063
CECR6	187	7	649	560	469	630
CEL	48	20	214	376	39	209
CELA1	0	1	0	2	0	0
CELA2A	7	2	0	7	8	2
CELA2B	28	8	16	31	60	20
CELA3A	0	0	2	0	0	0
CELA3B	0	0	0	0	0	0
CELF1	404	145	6244	8615	1266	8261
CELF2	792	142	12515	12228	2952	13585
CELF3	3825	565	19065	18790	4322	25434
CELF4	3308	229	1925	2721	4812	3439
CELF5	2152	107	7151	6889	3533	8741
CELF6	650	121	1118	1219	708	1895
CELSR1	12	4	4624	3258	37	299
CELSR2	9491	1019	31602	34604	20790	22533
CELSR3	1797	112	19886	26804	3305	19508
CEMIP	241	45	290	785	645	549
CEMP1	135	88	152	128	90	118
CEND1	7262	883	1114	1270	5999	1158
CENPA	0	0	88	136	0	9
CENPB	3875	2669	5217	5621	2100	6189
CENPBD1	160	38	376	519	171	407
CENPC	413	120	1183	1587	481	1050
CENPE	45	13	1728	2284	74	544
CENPF	160	6	9266	13672	201	4066
CENPH	77	12	718	747	35	449
CENPI	10	2	371	557	15	182
CENPJ	517	95	3318	5176	572	3443
CENPK	14	7	490	713	9	102
CENPL	41	6	359	401	66	245
CENPM	15	17	276	310	7	46
CENPN	159	19	512	615	201	174
CENPO	108	31	792	1052	110	456
CENPP	68	15	211	279	184	249
CENPQ	293	60	219	359	138	102
CENPT	3050	778	7474	8055	2376	7135
CENPU	34	5	1166	885	14	183
CENPV	674	112	3773	4839	693	3627
CENPW	53	12	239	353	27	233
CEP104	1184	308	2504	3531	1193	2905
CEP112	266	175	415	529	342	346
CEP120	488	110	1688	3125	757	2458
CEP126	547	64	2693	2432	1727	2596
CEP128	93	32	765	833	70	349
CEP131	615	234	2961	2690	472	1533
CEP135	95	40	2332	2130	170	1674
CEP152	144	32	973	1404	136	365
CEP162	376	170	1976	3239	466	2835
CEP164	1401	340	2989	4093	1077	3376
CEP170	1128	115	26731	35189	2868	38099
CEP170B	8157	534	6595	6879	10819	7925
CEP19	201	27	278	277	240	507
CEP192	864	235	2650	3636	1285	2961
CEP250	2345	508	7644	9322	2623	7572
CEP290	1846	537	4896	8218	2388	8720
CEP295	1403	331	4160	4919	1487	4719
CEP295NL	6	2	26	56	10	50
CEP350	533	209	6283	9895	1582	8265
CEP41	257	59	1540	1486	533	1555
CEP44	160	35	663	835	166	615
CEP55	1	0	353	384	3	63
CEP57	715	181	4542	5196	925	5154
CEP57L1	128	27	752	1174	193	978
CEP63	1071	148	2071	2905	1128	3453
CEP68	826	129	3432	4461	1677	4177
CEP70	899	270	1376	2075	894	1582
CEP72	229	21	597	750	264	512
CEP76	323	50	862	995	308	946
CEP78	295	114	2445	3233	397	3010
CEP83	369	151	579	906	471	497
CEP85	508	40	1465	1711	547	1454
CEP85L	97	43	1126	1443	265	1434
CEP89	203	62	2396	2878	289	2625
CEP95	1162	419	5403	7993	1074	5069
CEP97	210	62	2757	4331	675	3075
CEPT1	812	177	1232	1784	733	1446
CER1	0	2	1	4	0	0
CERCAM	8918	829	956	1936	6953	1667
CERK	981	131	3090	4415	1839	1962
CERKL	19	5	33	45	34	49
CERS1	4736	2470	2203	2653	2483	3757
CERS2	2961	676	2276	3386	1547	2373
CERS3	5	0	5	5	9	1
CERS4	1675	427	2496	2607	1312	2943
CERS5	1081	279	4747	5117	971	3827
CERS6	184	30	3480	4882	1258	4392
CES1	20	15	5	14	21	90
CES2	1681	382	2284	2474	1515	2580
CES3	94	8	131	82	101	48
CES4A	2167	179	3157	2311	1916	2283
CES5A	26	2	17	22	16	65
CETN1	0	0	0	0	0	0
CETN2	1382	537	1695	2033	1210	3847
CETN3	640	322	1095	1479	380	1307
CETP	13	37	41	59	46	95
CFAP100	18	14	216	259	15	219
CFAP126	671	284	697	912	1192	897
CFAP157	45	25	185	313	76	251
CFAP161	17	1	6	7	16	12
CFAP20	1137	204	2078	2736	1155	2534
CFAP206	99	27	73	66	132	92
CFAP221	394	87	40	151	581	327
CFAP36	4440	918	2585	3297	4191	4346
CFAP43	95	29	274	164	180	244
CFAP44	214	77	217	594	473	222
CFAP45	10	0	8	26	10	7
CFAP46	495	122	85	309	708	365
CFAP47	33	8	26	52	20	14
CFAP52	120	11	4	6	168	11
CFAP53	87	14	209	140	64	158
CFAP54	31	13	102	130	45	61
CFAP57	60	14	50	39	166	47
CFAP58	30	8	99	173	50	17
CFAP61	62	4	51	79	146	91
CFAP65	53	5	37	42	85	65
CFAP69	207	51	128	279	281	267
CFAP70	247	123	60	69	185	73
CFAP73	48	8	20	17	44	44
CFAP74	342	18	2	16	385	37
CFAP77	0	0	2	2	2	6
CFAP97	486	193	3033	4125	737	4890
CFAP99	29	5	23	25	50	36
CFB	158	109	25	42	171	64
CFC1	6	0	0	0	2	0
CFC1B	0	0	0	0	0	0
CFD	25	6	48	10	16	19
CFDP1	2489	719	6403	6970	2020	9416
CFH	379	899	347	1635	513	3395
CFHR1	1	1	2	9	0	21
CFHR2	0	0	0	0	0	0
CFHR3	0	1	0	0	0	0
CFHR4	1	0	9	11	5	25
CFHR5	3	0	0	2	6	0
CFI	69	131	29	117	84	120
CFL1	20797	4455	33928	40536	18607	43269
